Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Total_Quantity,Avg_Quantity_Per_Order,Avg_Order_Value,Order_Value_Std,Unique_Products,Tenure_Days,Purchase_Frequency_Rate,Monetary_per_Frequency,Quantity_per_Product
12415.0,11,6,1809.32,5,4,5,2352,23.287128712871286,17.914059405940595,8.290865718152457,91,152,0.039473684210526314,301.55333333333334,25.846153846153847
12416.0,292,1,202.56,1,1,2,132,12.0,18.414545454545454,6.88728155898445,11,0,1.0,202.56,12.0
12417.0,46,11,2912.81,3,5,5,1321,7.635838150289017,16.837052023121387,6.11101844960919,144,323,0.034055727554179564,264.8009090909091,9.17361111111111
12418.0,49,3,864.62,3,3,4,601,9.852459016393443,14.174098360655737,7.798013930279336,60,216,0.013888888888888888,288.20666666666665,10.016666666666667
12419.0,21,2,368.01,4,2,2,224,9.73913043478261,16.000434782608696,8.635171461297563,22,27,0.07407407407407407,184.005,10.181818181818182
12421.0,51,2,291.56,3,2,2,168,8.4,14.578,6.076065728482708,18,90,0.022222222222222223,145.78,9.333333333333334
12422.0,30,11,2000.81,4,5,5,1054,9.165217391304347,17.398347826086955,6.589230305453485,100,327,0.03363914373088685,181.89181818181817,10.54
12423.0,23,2,703.08,4,2,3,450,11.538461538461538,18.02769230769231,7.828770307935532,38,78,0.02564102564102564,351.54,11.842105263157896
12424.0,58,2,1010.87,3,2,4,841,16.173076923076923,19.439807692307692,7.5936948795087185,50,125,0.016,505.435,16.82
12425.0,84,1,911.11,2,1,4,633,11.722222222222221,16.872407407407408,6.897404470861563,54,0,1.0,911.11,11.722222222222221
12426.0,298,1,690.48,1,1,3,322,7.0,15.010434782608696,4.296552600772825,46,0,1.0,690.48,7.0
12427.0,7,1,120.3,5,1,1,60,8.571428571428571,17.185714285714287,2.85507067713368,7,0,1.0,120.3,8.571428571428571
12429.0,1,5,1067.59,5,4,4,749,16.644444444444446,23.72422222222222,8.597634581909164,45,180,0.027777777777777776,213.51799999999997,16.644444444444446
12431.0,9,9,2783.66,5,5,5,1334,8.834437086092715,18.434834437086092,7.530314367435548,127,320,0.028125,309.29555555555555,10.503937007874017
12433.0,2,5,4841.53,5,4,5,4859,19.205533596837945,19.136482213438732,9.795985930668186,154,110,0.045454545454545456,968.3059999999999,31.551948051948052
12434.0,17,1,297.29,4,1,2,138,6.9,14.864500000000001,4.382542490861958,20,0,1.0,297.29,6.9
12435.0,32,3,792.0,4,3,4,871,24.885714285714286,22.62857142857143,10.656602797950072,31,240,0.0125,264.0,28.096774193548388
12437.0,31,20,6389.53,4,5,5,4652,13.523255813953488,18.57421511627907,8.38902392500054,214,341,0.05865102639296188,319.4765,21.738317757009344
12439.0,318,2,1158.18,1,2,4,484,6.722222222222222,16.085833333333333,4.785666318567987,69,43,0.046511627906976744,579.09,7.0144927536231885
12440.0,98,2,491.04999999999995,2,2,3,264,10.56,19.642,7.168116907528784,19,255,0.00784313725490196,245.52499999999998,13.894736842105264
12441.0,2,1,173.55,5,1,1,121,11.0,15.77727272727273,4.004083143265363,11,0,1.0,173.55,11.0
12443.0,368,1,365.31,1,1,2,179,8.95,18.2655,9.095656843848753,20,0,1.0,365.31,8.95
12445.0,56,1,301.58000000000004,3,1,2,144,7.2,15.079000000000002,5.382590747762153,20,0,1.0,301.58000000000004,7.2
12449.0,74,1,126.72,2,1,1,216,54.0,31.68,5.722377128431857,4,0,1.0,126.72,54.0
12450.0,35,3,490.32,4,3,3,314,10.827586206896552,16.90758620689655,6.0136313341158605,25,75,0.04,163.44,12.56
12451.0,99,3,2644.57,2,3,5,2351,16.792857142857144,18.889785714285715,8.294269276521538,135,66,0.045454545454545456,881.5233333333334,17.414814814814815
12455.0,81,4,2229.29,2,4,5,985,7.6953125,17.416328125,7.3262086822084,116,276,0.014492753623188406,557.3225,8.491379310344827
12457.0,71,1,391.78,3,1,3,234,12.31578947368421,20.619999999999997,8.610029035955687,19,0,1.0,391.78,12.31578947368421
12458.0,63,2,750.09,3,2,4,478,10.622222222222222,16.668666666666667,7.314357798193903,44,60,0.03333333333333333,375.045,10.863636363636363
12459.0,241,1,398.36,1,1,3,256,11.636363636363637,18.10727272727273,5.6239176159194715,22,0,1.0,398.36,11.636363636363637
12460.0,92,1,326.65,2,1,2,170,9.444444444444445,18.147222222222222,4.924920788321557,18,0,1.0,326.65,9.444444444444445
12467.0,59,1,132.8,3,1,1,129,14.333333333333334,14.755555555555556,4.604375937928807,9,0,1.0,132.8,14.333333333333334
12468.0,162,3,1692.24,2,3,5,1481,14.81,16.9224,6.850072198985433,96,156,0.019230769230769232,564.08,15.427083333333334
12469.0,158,1,1113.7,2,1,4,524,7.9393939393939394,16.874242424242425,4.86197366084884,66,0,1.0,1113.7,7.9393939393939394
12470.0,325,1,211.95,1,1,2,95,4.130434782608695,9.215217391304348,4.907888705085107,23,0,1.0,211.95,4.130434782608695
12471.0,10,46,11568.85,5,5,5,7079,12.14236706689537,19.843653516295028,8.673240348388319,152,358,0.12849162011173185,251.4967391304348,46.57236842105263
12472.0,5,13,9189.7,5,5,5,6627,12.317843866171003,17.081226765799258,7.928212898159168,303,356,0.03651685393258427,706.9000000000001,21.871287128712872
12474.0,14,12,4547.61,5,5,5,3048,11.00361010830325,16.417364620938628,7.180512772900504,195,288,0.041666666666666664,378.9675,15.63076923076923
12475.0,45,1,426.26,3,1,3,236,9.44,17.0504,6.676448956343983,25,0,1.0,426.26,9.44
12476.0,33,8,5072.43,4,5,5,2823,11.114173228346457,19.9701968503937,7.890114315627245,211,104,0.07692307692307693,634.05375,13.37914691943128
12477.0,35,3,4238.2,4,3,5,1761,7.757709251101321,18.670484581497796,7.723634583541027,203,223,0.013452914798206279,1412.7333333333333,8.67487684729064
12480.0,35,3,1452.87,4,3,4,875,10.802469135802468,17.936666666666664,7.086353963781375,76,108,0.027777777777777776,484.28999999999996,11.513157894736842
12481.0,1,5,3155.6,5,4,5,2488,18.42962962962963,23.374814814814815,9.74897957552266,115,241,0.02074688796680498,631.12,21.63478260869565
12482.0,289,4,201.92000000000002,1,4,2,224,28.0,25.240000000000002,5.08865404601256,2,0,4.0,50.480000000000004,112.0
12483.0,14,10,1336.1,5,5,4,661,14.063829787234043,28.427659574468084,10.026241701864155,29,298,0.03355704697986577,133.60999999999999,22.79310344827586
12484.0,119,5,1352.55,2,4,4,816,6.580645161290323,10.907661290322581,7.090203720268705,108,197,0.025380710659898477,270.51,7.555555555555555
12485.0,165,1,525.1,2,1,3,378,12.193548387096774,16.938709677419357,7.899100261816947,31,0,1.0,525.1,12.193548387096774
12486.0,67,1,917.28,3,1,4,520,10.833333333333334,19.11,7.569283110606356,48,0,1.0,917.28,10.833333333333334
12490.0,14,10,3841.87,5,5,5,2384,11.461538461538462,18.470528846153847,8.502398366334065,114,360,0.027777777777777776,384.187,20.912280701754387
12492.0,39,1,380.0,3,1,2,248,11.80952380952381,18.095238095238095,7.000801824825224,21,0,1.0,380.0,11.80952380952381
12494.0,1,3,572.77,5,3,3,278,8.424242424242424,17.356666666666666,5.356365761098346,28,210,0.014285714285714285,190.92333333333332,9.928571428571429
12495.0,276,1,277.4,1,1,2,128,8.0,17.3375,3.6974991548342517,16,0,1.0,277.4,8.0
12496.0,256,2,54.09,1,2,1,33,2.5384615384615383,4.160769230769231,3.0424509350698976,10,0,2.0,27.045,3.3
12497.0,36,2,198.84,4,2,2,284,40.57142857142857,28.405714285714286,6.606075126081187,6,244,0.00819672131147541,99.42,47.333333333333336
12499.0,196,1,393.72,1,1,3,302,11.185185185185185,14.582222222222223,7.239477952562673,27,0,1.0,393.72,11.185185185185185
12500.0,71,7,910.79,3,5,4,406,5.413333333333333,12.143866666666666,10.16437816570672,59,238,0.029411764705882353,130.11285714285714,6.88135593220339
12504.0,53,2,191.4,3,2,1,176,19.555555555555557,21.266666666666666,7.760154637634485,8,179,0.0111731843575419,95.7,22.0
12505.0,44,1,787.2,3,1,4,318,7.7560975609756095,19.200000000000003,7.620096784162259,41,0,1.0,787.2,7.7560975609756095
12507.0,220,1,455.25,1,1,3,359,13.296296296296296,16.86111111111111,5.4497235874388315,27,0,1.0,455.25,13.296296296296296
12510.0,95,5,1702.46,2,4,5,1558,15.58,17.0246,7.248443430255643,81,276,0.018115942028985508,340.492,19.234567901234566
12511.0,64,1,2995.2200000000003,3,1,5,1705,9.02116402116402,15.84772486772487,5.593773762195159,189,0,1.0,2995.2200000000003,9.02116402116402
12514.0,277,1,478.2,1,1,3,388,12.125,14.94375,6.9903979073601965,32,0,1.0,478.2,12.125
12516.0,66,2,932.46,3,2,4,986,22.930232558139537,21.685116279069767,8.440683895811665,37,168,0.011904761904761904,466.23,26.64864864864865
12519.0,112,1,385.7,2,1,3,212,9.636363636363637,17.53181818181818,6.594559544383203,22,0,1.0,385.7,9.636363636363637
12523.0,10,12,2447.83,5,5,5,1396,9.830985915492958,17.23823943661972,6.899621564223472,105,357,0.03361344537815126,203.98583333333332,13.295238095238096
12524.0,45,4,800.21,3,4,4,517,12.925,20.00525,8.902592819524907,39,259,0.015444015444015444,200.0525,13.256410256410257
12525.0,134,3,883.73,2,3,4,504,8.542372881355933,14.978474576271188,4.508672797130423,55,149,0.020134228187919462,294.57666666666665,9.163636363636364
12527.0,165,1,181.8,2,1,1,186,16.90909090909091,16.527272727272727,4.648675275622274,11,0,1.0,181.8,16.90909090909091
12529.0,164,1,316.48,2,1,2,192,9.142857142857142,15.07047619047619,3.985154295871712,21,0,1.0,316.48,9.142857142857142
12530.0,51,5,1559.0,3,4,5,1256,14.776470588235295,18.341176470588234,9.22845256230306,65,227,0.022026431718061675,311.8,19.323076923076922
12531.0,322,1,1645.98,1,1,5,1065,9.770642201834862,15.10073394495413,5.6795035493824795,109,0,1.0,1645.98,9.770642201834862
12533.0,263,2,1215.34,1,2,4,689,9.842857142857143,17.362,7.595504505669927,62,110,0.01818181818181818,607.67,11.112903225806452
12537.0,44,1,612.94,3,1,3,446,10.619047619047619,14.593809523809526,5.0527162230949205,42,0,1.0,612.94,10.619047619047619
12538.0,14,1,224.3,5,1,2,109,9.083333333333334,18.691666666666666,9.21127849514667,12,0,1.0,224.3,9.083333333333334
12539.0,86,3,4125.8,2,3,5,2200,10.526315789473685,19.74066985645933,9.219209696809726,115,265,0.011320754716981131,1375.2666666666667,19.130434782608695
12540.0,14,15,4604.17,5,5,5,3363,14.433476394849786,19.76038626609442,9.448487532959989,152,353,0.042492917847025496,306.94466666666665,22.125
12542.0,120,2,481.88,2,2,3,522,13.384615384615385,12.355897435897436,5.469005835735509,39,156,0.01282051282051282,240.94,13.384615384615385
12543.0,84,1,721.45,2,1,4,511,12.775,18.036250000000003,7.578731944370073,40,0,1.0,721.45,12.775
12547.0,136,1,175.78,2,1,1,175,13.461538461538462,13.521538461538462,4.88671983739919,13,0,1.0,175.78,13.461538461538462
12549.0,211,5,1072.88,1,4,4,934,20.304347826086957,23.323478260869567,9.111167315721538,36,121,0.04132231404958678,214.57600000000002,25.944444444444443
12553.0,21,2,802.57,4,2,4,355,7.888888888888889,17.83488888888889,8.382924371011647,38,37,0.05405405405405406,401.285,9.342105263157896
12554.0,84,1,384.5,2,1,3,237,9.48,15.38,5.576828549154676,25,0,1.0,384.5,9.48
12557.0,68,1,81.6,3,1,1,96,32.0,27.2,0.0,3,0,1.0,81.6,32.0
12562.0,21,2,684.5,4,2,3,370,10.882352941176471,20.13235294117647,6.467153398813033,29,49,0.04081632653061224,342.25,12.758620689655173
12563.0,44,1,159.24,3,1,1,89,8.090909090909092,14.476363636363637,7.06699833412641,11,0,1.0,159.24,8.090909090909092
12567.0,3,7,3314.13,5,5,5,1693,9.353591160220995,18.31011049723757,7.189407716985862,140,299,0.023411371237458192,473.44714285714286,12.092857142857143
12568.0,280,1,70.0,1,1,1,48,9.6,14.0,5.291030145444269,5,0,1.0,70.0,9.6
12573.0,17,4,496.03,4,4,3,359,3.988888888888889,5.511444444444444,6.411991322639013,82,83,0.04819277108433735,124.0075,4.378048780487805
12575.0,93,2,622.8199999999999,2,2,3,315,8.289473684210526,16.389999999999997,5.740447764812474,34,69,0.028985507246376812,311.40999999999997,9.264705882352942
12576.0,28,3,746.89,4,3,4,525,9.90566037735849,14.092264150943397,4.332604759934319,50,133,0.022556390977443608,248.96333333333334,10.5
12577.0,17,5,995.9499999999999,4,4,4,725,4.67741935483871,6.425483870967741,6.944465814313346,144,354,0.014124293785310734,199.19,5.034722222222222
12578.0,21,2,1076.14,4,2,4,744,15.183673469387756,21.96204081632653,9.579637253829917,46,58,0.034482758620689655,538.07,16.17391304347826
12580.0,212,1,583.1999999999999,1,1,3,328,9.93939393939394,17.672727272727272,4.741853061256268,33,0,1.0,583.1999999999999,9.93939393939394
12582.0,58,2,1316.04,3,2,4,673,8.4125,16.450499999999998,7.087965357660293,78,155,0.012903225806451613,658.02,8.628205128205128
12583.0,9,13,3807.46,5,5,5,2683,16.460122699386503,23.358650306748466,10.065465436996917,75,359,0.036211699164345405,292.88153846153847,35.77333333333333
12586.0,10,3,1567.43,5,3,5,574,7.175,19.592875,7.811889541719426,75,348,0.008620689655172414,522.4766666666667,7.653333333333333
12588.0,35,3,583.88,4,3,3,381,11.205882352941176,17.172941176470587,6.672431990144343,27,198,0.015151515151515152,194.62666666666667,14.11111111111111
12589.0,57,4,2366.23,3,4,5,1382,10.237037037037037,17.52762962962963,7.16141070562483,98,267,0.0149812734082397,591.5575,14.10204081632653
12591.0,26,2,671.35,4,2,3,424,10.6,16.78375,5.2567464284308505,38,18,0.1111111111111111,335.675,11.157894736842104
12592.0,155,2,914.04,2,2,4,1530,26.379310344827587,15.759310344827586,6.312979629044688,29,0,2.0,457.02,52.758620689655174
12594.0,14,5,1369.0900000000001,5,4,4,667,8.893333333333333,18.254533333333335,8.041882980613053,56,267,0.018726591760299626,273.81800000000004,11.910714285714286
12595.0,140,1,299.02,2,1,2,271,14.263157894736842,15.737894736842104,6.3924526495855245,19,0,1.0,299.02,14.263157894736842
12598.0,99,3,1231.11,2,3,4,893,12.757142857142858,17.587285714285713,5.847448823484581,67,185,0.016216216216216217,410.36999999999995,13.328358208955224
12599.0,17,6,1147.1399999999999,4,4,4,1209,17.52173913043478,16.625217391304346,7.340107109471673,36,196,0.030612244897959183,191.18999999999997,33.583333333333336
12600.0,7,12,747.48,5,5,4,310,7.380952380952381,17.79714285714286,8.846426668907755,28,360,0.03333333333333333,62.29,11.071428571428571
12601.0,40,1,104.19999999999999,3,1,1,45,7.5,17.366666666666664,6.736294728310711,6,0,1.0,104.19999999999999,7.5
12605.0,12,4,1232.95,5,4,4,929,12.223684210526315,16.223026315789475,8.504300875790138,63,81,0.04938271604938271,308.2375,14.746031746031745
12606.0,318,1,21.0,1,1,1,1,1.0,21.0,0.0,1,0,1.0,21.0,1.0
12608.0,40,1,188.65,3,1,1,205,14.642857142857142,13.475,11.433566473663952,14,0,1.0,188.65,14.642857142857142
12609.0,10,6,2052.51,5,4,5,869,7.9,18.65918181818182,6.89689401331201,84,345,0.017391304347826087,342.08500000000004,10.345238095238095
12613.0,24,5,2816.55,4,4,5,1559,9.56441717791411,17.279447852760736,7.463425325846445,128,337,0.01483679525222552,563.3100000000001,12.1796875
12615.0,49,4,3086.19,3,4,5,1879,11.817610062893081,19.41,8.245342452069453,142,217,0.018433179723502304,771.5475,13.232394366197184
12616.0,24,1,417.8,4,1,3,214,9.727272727272727,18.990909090909092,5.492931309628255,22,0,1.0,417.8,9.727272727272727
12619.0,196,1,140.14,1,1,1,140,14.0,14.014,1.8032020901101946,10,0,1.0,140.14,14.0
12621.0,1,16,4761.4800000000005,5,5,5,2973,12.3875,19.8395,8.664790035530729,153,302,0.052980132450331126,297.59250000000003,19.431372549019606
12623.0,52,6,2772.64,3,4,5,1590,10.96551724137931,19.121655172413792,8.208234010718302,105,279,0.021505376344086023,462.1066666666666,15.142857142857142
12625.0,145,2,1966.59,2,2,5,1508,16.755555555555556,21.851,9.884920992790374,81,87,0.022988505747126436,983.295,18.617283950617285
12629.0,21,2,540.02,4,2,3,613,16.13157894736842,14.211052631578946,4.7854027984173895,35,37,0.05405405405405406,270.01,17.514285714285716
12631.0,92,5,2582.77,2,4,5,1337,9.033783783783784,17.451148648648648,6.950347960128967,102,237,0.02109704641350211,516.554,13.107843137254902
12632.0,156,2,573.88,2,2,3,631,20.35483870967742,18.51225806451613,11.234657897084187,30,44,0.045454545454545456,286.94,21.033333333333335
12633.0,18,3,3226.18,4,3,5,2060,10.198019801980198,15.971188118811881,5.386582702253473,181,143,0.02097902097902098,1075.3933333333332,11.38121546961326
12634.0,184,1,360.0,1,1,2,336,17.68421052631579,18.94736842105263,6.9593556870551865,19,0,1.0,360.0,17.68421052631579
12635.0,28,2,1115.23,4,2,4,770,10.131578947368421,14.674078947368422,4.532969057216717,76,64,0.03125,557.615,10.131578947368421
12637.0,14,4,2148.01,5,4,5,1264,5.223140495867769,8.87607438016529,7.947555111064488,160,165,0.024242424242424242,537.0025,7.9
12638.0,275,1,93.3,1,1,1,78,11.142857142857142,13.328571428571427,4.141945712550357,7,0,1.0,93.3,11.142857142857142
12639.0,70,2,699.47,3,2,3,404,10.1,17.48675,6.867507063646224,38,193,0.010362694300518135,349.735,10.631578947368421
12643.0,81,2,33.0,2,2,1,2,1.0,16.5,2.1213203435596424,1,108,0.018518518518518517,16.5,2.0
12644.0,66,3,1265.83,3,3,4,662,8.597402597402597,16.439350649350647,5.2688214845403065,74,263,0.011406844106463879,421.9433333333333,8.945945945945946
12645.0,45,4,1343.97,3,4,4,954,12.075949367088608,17.012278481012657,6.827758942571442,70,259,0.015444015444015444,335.9925,13.628571428571428
12647.0,3,24,6711.63,5,5,5,3387,9.622159090909092,19.06713068181818,8.143146560335355,199,327,0.07339449541284404,279.65125,17.020100502512562
12648.0,73,3,793.95,2,3,4,358,8.136363636363637,18.044318181818184,8.135053464676805,32,263,0.011406844106463879,264.65000000000003,11.1875
12649.0,18,4,1256.84,4,4,4,1184,14.8,15.7105,7.321695850455842,73,313,0.012779552715654952,314.21,16.21917808219178
12651.0,14,3,263.75,5,3,2,187,8.904761904761905,12.55952380952381,3.1600482214524446,21,86,0.03488372093023256,87.91666666666667,8.904761904761905
12652.0,70,1,46.650000000000006,3,1,1,7,3.5,23.325000000000003,11.98545994111198,2,0,1.0,46.650000000000006,3.5
12653.0,162,1,658.28,2,1,3,480,16.551724137931036,22.699310344827584,8.939395126163452,29,0,1.0,658.28,16.551724137931036
12655.0,59,1,261.35,3,1,2,80,5.0,16.334375,2.531450094971918,16,0,1.0,261.35,5.0
12656.0,61,3,1769.26,3,3,5,1079,9.548672566371682,15.657168141592921,4.779645733477263,104,137,0.021897810218978103,589.7533333333333,10.375
12661.0,72,1,162.0,2,1,1,216,19.636363636363637,14.727272727272727,2.1190049122599532,11,0,1.0,162.0,19.636363636363637
12662.0,9,10,2870.94,5,5,5,1463,8.555555555555555,16.789122807017545,7.275231699735049,94,244,0.040983606557377046,287.094,15.563829787234043
12663.0,260,2,186.60000000000002,1,2,1,85,9.444444444444445,20.733333333333334,9.411462426211987,8,43,0.046511627906976744,93.30000000000001,10.625
12665.0,53,2,250.6,3,2,2,128,9.142857142857142,17.9,7.022819946431774,13,251,0.00796812749003984,125.3,9.846153846153847
12666.0,30,1,475.58,4,1,3,238,9.52,19.0232,8.083908769895908,25,0,1.0,475.58,9.52
12668.0,14,5,6359.7300000000005,5,4,5,3234,8.860273972602739,17.42391780821918,7.113500764398222,230,298,0.016778523489932886,1271.9460000000001,14.060869565217391
12670.0,21,2,404.64000000000004,4,2,3,193,11.352941176470589,23.802352941176473,11.052135274129027,16,280,0.007142857142857143,202.32000000000002,12.0625
12671.0,242,1,441.421,1,1,3,414,20.7,22.07105,12.452443089293974,20,0,1.0,441.421,20.7
12672.0,231,1,211.15,1,1,2,60,5.0,17.595833333333335,5.630576360508323,12,0,1.0,211.15,5.0
12673.0,37,1,506.1,3,1,3,310,10.333333333333334,16.87,5.44705868114729,30,0,1.0,506.1,10.333333333333334
12675.0,189,2,874.5,1,2,4,334,2.982142857142857,7.808035714285714,6.464100006931661,110,24,0.08333333333333333,437.25,3.036363636363636
12676.0,44,5,1198.55,3,4,4,1135,19.56896551724138,20.66465517241379,7.847749753578877,46,74,0.06756756756756757,239.70999999999998,24.67391304347826
12677.0,191,2,347.4,1,2,2,170,8.5,17.369999999999997,7.273462941260837,13,111,0.018018018018018018,173.7,13.076923076923077
12678.0,11,6,1582.6,5,4,5,2482,34.95774647887324,22.29014084507042,10.32249755118232,55,325,0.018461538461538463,263.76666666666665,45.127272727272725
12681.0,3,24,13014.38,5,5,5,8745,11.446335078534032,17.034528795811518,8.696533417788888,335,358,0.0670391061452514,542.2658333333333,26.104477611940297
12682.0,1,23,8642.89,5,5,5,5037,10.879049676025918,18.667149028077752,8.418220863324784,202,373,0.06166219839142091,375.7778260869565,24.935643564356436
12683.0,1,8,3436.61,5,5,5,2543,13.745945945945946,18.57627027027027,8.137991261631033,139,360,0.022222222222222223,429.57625,18.294964028776977
12686.0,7,1,89.14,5,1,1,107,15.285714285714286,12.734285714285715,3.9516868007761663,7,0,1.0,89.14,15.285714285714286
